solution_id,holding_cost,stockout_risk,service_level,total_investment,avg_safety_stock_days,strategy
81,481282.11517010577,2.1751519752033488e-07,99.9999997824848,1925128.460680424,14.591479903704325,High Service
82,96892.05433777293,11.609540705958224,88.39045929404178,387568.21735109185,3.23293245084732,Low Cost
83,380272.08745258756,7.032967414111191e-05,99.99992967032586,1521088.349810351,11.03677183054554,High Service
84,355000.7464801753,0.00015232403874687606,99.99984767596125,1420002.985920702,10.547746172776755,High Service
85,521989.38185945887,3.2490719559241654e-08,99.99999996750928,2087957.527437836,15.446860575977377,High Service
86,256456.00839352785,0.018244687852320696,99.98175531214768,1025824.0335741118,7.170826413989916,High Service
87,510621.4508062645,5.493511034959652e-08,99.99999994506489,2042485.8032250584,15.117276943363896,High Service
88,110386.88515521541,7.602156876396621,92.39784312360338,441547.54062086175,3.823088372032463,Low Cost
89,145016.82064274867,1.7243900649814743,98.27560993501852,580067.2825709949,4.592516317291816,High Service
90,130867.45197834689,3.5148995752157695,96.48510042478424,523469.8079133877,4.287926271676856,Balanced
91,259645.09131199704,0.015386594605668047,99.98461340539433,1038580.3652479888,7.32597730596864,High Service
92,518998.3484310609,3.71718383851416e-08,99.99999996282816,2075993.3937242443,15.397829600351173,High Service
93,147429.67083686264,1.6055373979727432,98.39446260202726,589718.6833474507,4.605345578832674,High Service
94,98075.9218273967,11.211303828697856,88.78869617130213,392303.68730958697,3.266449342767367,Low Cost
95,158551.14368915604,1.3043366010416464,98.69566339895836,634204.5747566244,5.129964824047822,High Service
96,89597.02661163603,14.655647226458521,85.34435277354147,358388.10644654435,3.180598742379577,Low Cost
97,556804.1312477757,6.82521594796981e-09,99.99999999317478,2227216.524991104,16.81229029025883,High Service
98,540712.4272805857,1.122665127528677e-08,99.99999998877335,2162849.7091223435,15.690770240280566,High Service
99,589618.4974168553,1.4961692995640876e-09,99.99999999850382,2358473.989667423,17.14418978795565,High Service
100,94944.31177550647,12.454003807914678,87.54599619208531,379777.2471020262,3.2506003765469296,Low Cost
